,128,192,256,320,384,448,512
d10.00/N1024, 8.387000, 9.843000, 12.429000, 17.422000, 19.863000, 20.518000, 23.143000
d10.00/N1280, 14.953000, 18.135000, 21.816000, 23.390000, 27.617000, 31.925000, 36.469000
d10.00/N1536, 18.262000, 21.692000, 26.724000, 35.652000, 41.083000, 47.012000, 52.556000
d10.00/N1792, 28.917000, 30.240000, 36.803000, 45.210000, 52.740000, 60.641000, 68.678000
d10.00/N2048, 40.823000, 41.770000, 50.667000, 60.398000, 70.215000, 79.348000, 89.608000
d10.00/N256, 1.452000, 1.439000, 1.445000, 1.516000, 1.664000, 1.801000, 1.905000
d10.00/N512, 2.480000, 2.860000, 3.424000, 5.576000, 6.153000, 5.810000, 6.421000
d10.00/N768, 6.230000, 7.173000, 8.321000, 8.839000, 10.318000, 13.485000, 14.766000
d20.00/N1024, 9.210000, 10.101000, 12.584000, 17.718000, 20.197000, 20.846000, 23.396000
d20.00/N1280, 16.726000, 18.988000, 22.233000, 23.718000, 27.703000, 32.372000, 36.631000
d20.00/N1536, 21.143000, 23.165000, 27.287000, 36.123000, 41.588000, 47.544000, 53.024000
d20.00/N1792, 33.199000, 32.456000, 37.923000, 45.018000, 53.279000, 60.974000, 68.986000
d20.00/N2048, 48.282000, 46.137000, 52.896000, 61.771000, 71.007000, 79.595000, 90.070000
d20.00/N256, 1.616000, 1.627000, 1.634000, 1.703000, 1.856000, 2.005000, 2.100000
d20.00/N512, 2.710000, 3.045000, 3.622000, 5.823000, 6.422000, 6.061000, 6.582000
d20.00/N768, 6.534000, 7.294000, 8.429000, 9.067000, 10.582000, 13.568000, 14.955000
d30.00/N1024, 10.252000, 10.867000, 13.127000, 18.106000, 20.565000, 21.261000, 23.850000
d30.00/N1280, 18.617000, 19.589000, 23.101000, 24.057000, 28.096000, 32.541000, 36.754000
d30.00/N1536, 23.473000, 24.137000, 28.318000, 37.323000, 42.495000, 47.814000, 53.472000
d30.00/N1792, 37.640000, 35.065000, 38.664000, 46.067000, 53.945000, 61.899000, 69.477000
d30.00/N2048, 54.757000, 50.055000, 54.666000, 63.267000, 73.007000, 81.118000, 91.175000
