,128,192,256,320,384,448,512
d70.00/N4096, 3185.764000, 2366.442000, 2135.785000, 2070.825000, 2117.543000, 2123.346000, 2193.254000
d70.00/N5120, 4928.230000, 3583.589000, 3289.137000, 3249.971000, 3262.877000, 3523.142000, 3824.441000
d70.00/N6144, 16897.604000, 11787.347000, 9063.376000, 7863.150000, 6719.707000, 6867.589000, 6262.199000
d70.00/N7168, 23125.229000, 16338.005000, 12532.821000, 10957.184000, 9221.904000, 9561.519000, 8484.984000
d70.00/N8192, 36414.224000, 25264.341000, 19571.973000, 16691.078000, 14370.953000, 14710.362000, 13079.701000
d80.00/N1024, 137.727000, 104.467000, 88.179000, 78.955000, 70.956000, 71.614000, 68.111000
d80.00/N2048, 521.080000, 389.183000, 358.050000, 341.525000, 336.201000, 329.267000, 334.885000
d80.00/N3072, 1163.112000, 846.486000, 767.606000, 744.648000, 747.401000, 767.547000, 779.768000
d80.00/N4096, 3860.521000, 2800.710000, 2559.604000, 2481.620000, 2547.510000, 2654.703000, 2791.692000
d80.00/N5120, 5906.727000, 4358.264000, 3941.573000, 3855.293000, 3952.260000, 4366.676000, 4854.574000
d80.00/N6144, 20306.266000, 14290.520000, 10840.978000, 9385.240000, 8005.816000, 8288.614000, 7364.752000
d80.00/N7168, 27832.339000, 19634.484000, 15018.160000, 12928.263000, 11162.790000, 11253.548000, 10138.188000
d80.00/N8192, 43247.704000, 30371.663000, 23497.434000, 20241.350000, 17170.632000, 17577.137000, 15651.414000
d90.00/N1024, 154.184000, 117.935000, 97.122000, 87.817000, 78.161000, 77.464000, 73.658000
d90.00/N2048, 596.238000, 445.835000, 404.399000, 394.761000, 393.597000, 387.602000, 392.289000
d90.00/N3072, 1331.290000, 976.749000, 887.336000, 875.819000, 880.968000, 896.630000, 914.133000
d90.00/N4096, 4408.418000, 3268.177000, 2955.354000, 2903.921000, 2931.643000, 3116.513000, 3383.306000
d90.00/N5120, 13045.822000, 9185.754000, 7095.912000, 6187.047000, 5225.018000, 5388.060000, 4811.549000
d90.00/N6144, 23245.987000, 16350.333000, 12535.732000, 10948.826000, 9203.927000, 9574.031000, 8476.524000
d90.00/N7168, 32296.665000, 22683.827000, 17352.728000, 14914.494000, 12695.079000, 13165.608000, 11675.148000
d90.00/N8192, 50194.346000, 35600.749000, 26829.610000, 23368.605000, 19855.359000, 19993.648000, 18048.795000
Mid_Wild.ans//DATA/shadow9/Mid_Wild/Mid_Wild.ans
